taxonomy	UCS_0001_BAL	UCS_0002_BAL	UCS_0002_UA	UCS_0004_BAL	UCS_0005_BAL	UCS_0006_BAL	UCS_0007_BAL	UCS_0007_UA	UCS_0009_BAL	UCS_0009_UA	UCS_0010_BAL	UCS_0010_UA	UCS_0013_BAL	UCS_0013_UA	UCS_0014_BAL	UCS_0014_UA	UCS_0015_BAL	UCS_0015_UA	UCS_0016_BAL	UCS_0016_UA	UCS_0017_BAL	UCS_0018_BAL	UCS_0018_UA	UCS_0019_BAL	UCS_0020_BAL	UCS_0021_BAL	UCS_0021_UA	UCS_0022_BAL	UCS_0022_UA	UCS_0023_BAL	UCS_0023_UA	UCS_0025_BAL	UCS_0025_UA	UCS_0028_BAL	UCS_0028_UA	UCS_0029_BAL	UCS_0030_BAL	UCS_0030_UA	UCS_0031_BAL	UCS_0032_BAL	UCS_0032_UA	UCS_0033_BAL	UCS_0034_BAL	UCS_0035_BAL	UCS_0036_BAL	UCS_0037_BAL	UCS_0038_BAL	UCS_0038_UA	UCS_0039_BAL	UCS_0039_UA	UCS_0040_BAL	UCS_0040_BKG	UCS_0041_BAL	UCS_0041_UA	UCS_0042_BAL	UCS_0042_UA	UCS_0043_BAL	UCS_0043_UA	UCS_0044_BAL	UCS_0045_BAL	UCS_0046_BAL	UCS_0046_UA	UCS_0047_BAL	UCS_0048_BAL	UCS_0048_UA	UCS_0049_BAL	UCS_0050_BAL	UCS_0050_UA	UCS_0051_BAL	UCS_0051_UA	UCS_0052_BAL	UCS_0053_BAL	UCS_0053_UA	UCS_0054_BAL	UCS_0054_UA	UCS_0055_BAL	UCS_0055_UA	UCS_0056_BAL	UCS_0057_BAL	UCS_0057_UA	UCS_0058_BAL	UCS_0058_UA	UCS_0059_BAL	UCS_0060_BAL	UCS_0060_UA	UCS_0061_BAL	UCS_0061_UA	UCS_0062_BAL	UCS_0063_BAL	UCS_0063_UA	UCS_0064_BAL	UCS_0065_BAL	UCS_0066_BAL	UCS_0069_BAL	UCS_0069_BKG	UCS_0070_BAL	UCS_0070_BKG	UCS_0071_BAL	UCS_0072_BAL	UCS_0073_BAL	UCS_0073_UA	UCS_0074_BAL	UCS_0074_UA	UCS_0075_BAL	UCS_0076_BAL	UCS_0077_BAL	UCS_0077_UA	UCS_0079_BAL	UCS_0079_UA	UCS_0080_BAL	UCS_0081_BAL	UCS_0082_BAL	UCS_0083_BAL	UCS_0083_UA	UCS_0085_BAL	UCS_0085_BKG	UCS_0087_BAL	UCS_0088_BAL	UCS_0088_UA	UCS_0090_BAL	UCS_0093_BAL	UCS_0093_UA	UCS_0094_BAL	UCS_0094_UA	UCS_0095_BAL	UCS_0096_BAL	UCS_0096_UA	UCS_0097_BAL	UCS_0097_UA	UCS_0098_BAL	UCS_0099_BAL	UCS_0099_UA	UCS_0100_BAL	UCS_0101_BAL	UCS_0101_UA	UCS_0103_BAL	UCS_0106_BAL	UCS_0106_UA	UCS_0109_BAL	UCS_0114_BAL	UCS_0115_BAL	UCS_0116_BAL	UCS_0118_BAL	UCS_0123_BAL	UCS_0128_BAL	UCS_0130_BAL	UCS_0130_UA	UCS_0134_UA	UCS_0136_BKG	UCS_0138_BAL	UCS_0144_BAL	UCS_0147_BAL	UCS_0148_BAL	UCS_0148_UA	UCS_0151_BAL	UCS_0153_BAL	UCS_0153_UA	UCS_0154_BAL	UCS_0154_UA	UCS_0156_BAL	UCS_0156_UA	UCS_0158_BAL	UCS_0158_UA	UCS_0159_BAL	UCS_0159_UA	UCS_0160_BAL	UCS_0163_BAL	UCS_0164_BAL	UCS_0164_UA	UCS_0167_UA	UCS_0168_BAL	UCS_0170_BAL	UCS_0170_UA	UCS_0171_BAL	UCS_0172_UA	UCS_0174_BAL	UCS_0174_UA	UCS_0175_BAL	UCS_0175_UA	UCS_0176_BAL	UCS_0177_BAL	UCS_0177_UA	UCS_0180_BAL	UCS_0182_UA	UCS_0185_BAL	UCS_0185_UA	UCS_0190_BAL	UCS_0191_BAL	UCS_0191_UA	UCS_0192_BAL	UCS_0192_UA	UCS_0194_BAL
Gammapapillomavirus 3	0	0	0	3.62E-06	0	8.47E-06	0	0	0	8.65E-07	0	0	4.07E-07	3.70E-07	0	0	0	2.54E-06	0	0	0	0	8.52E-07	0	0	0	4.09E-06	0	0	0	0	0	0	0	6.29E-08	1.67E-06	0	0	0	0	0	0	0	0	1.42E-05	0	0	0	0	0	0	0	0	1.13E-07	4.00E-06	1.24E-05	0	0	0	0	1.69E-05	7.20E-07	0	0	1.78E-07	0	0	2.25E-07	0	0	0	0	0	1.52E-05	1.15E-06	1.11E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12E-06	0	2.96E-06	0	0	0	0	0	0	3.23E-08	5.78E-08	0	0	0	0	0	6.29E-06	0	0	0	0	0	0	0	0	0	0	3.53E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59E-06	0	0	0	0	0	0	0	0	0	4.64E-07	0	0	0	0	0	0	0	1.60E-05	5.28E-06	0	0	0	8.64E-07	1.26E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97E-07	0	0	0	8.76E-07	0	1.14E-06	0	0	0	0	4.28E-06	0	0	0	0	0	0	2.75E-06	0
Human betaherpesvirus 7	0	0	0	0	1.84E-07	5.76E-08	0	0	0	5.09E-08	5.33E-06	4.58E-08	8.14E-07	0	0	0	0	0	0	1.64E-07	2.13E-06	0	1.11E-07	8.27E-09	1.21E-05	0	0	0	0	0	2.54E-07	0	0	0	6.29E-08	1.67E-06	1.56E-07	0	2.00E-05	0	0	0	0	0	0	0	8.36E-07	5.73E-07	0	3.71E-08	0	0	0	0	0	0	1.81E-06	0	0	0	2.82E-06	0	0	0	0	7.57E-06	1.90E-06	0	0	0	4.46E-06	2.22E-07	0	3.24E-07	0	1.11E-05	0	0	0	0	0	0	0	0	0	0	0	1.70E-06	0	0	0	2.03E-05	0	3.53E-07	2.84E-07	2.96E-06	1.37E-07	0	0	6.87E-06	0	0	0	4.62E-07	0	0	0	5.09E-06	0	6.29E-06	0	1.11E-05	5.73E-06	0	0	8.62E-07	0	4.82E-07	0	0	0	0	0	0	0	0	0	1.43E-06	0	1.07E-05	1.38E-06	0	5.15E-06	0	0	0	8.89E-08	3.71E-08	1.00E-06	0	4.41E-08	7.96E-08	0	0	0	3.93E-07	0	1.19E-08	0	3.33E-08	4.49E-07	0	2.92E-07	2.09E-08	1.28E-06	0	0	3.02E-07	9.00E-08	0	0	0	0	0	3.26E-08	0	2.05E-06	1.16E-07	0	0	1.61E-07	0	0	0	0	7.57E-07	0	1.08E-07	5.31E-07	0	0	0	0	0	0	0	0	6.92E-06	0	4.01E-06	1.29E-07	0
Human papillomavirus KC5	0	0	0	0	1.84E-07	0	0	0	0	0	2.66E-06	0	0	0	2.52E-06	0	1.10E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56E-07	0	0	0	0	0	0	0	0	0	8.36E-07	0	0	0	0	0	0	0	0	0	9.06E-07	0	0	0	0	0	0	2.61E-07	0	0	0	0	0	0	0	5.56E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.78E-08	0	7.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	1.54E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taterapox virus	0	0	0	0	0	5.76E-08	0	0	4.49E-06	0	0	0	0	1.23E-07	0	0	0	0	8.40E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	6.59E-08	0	0	0	0	0	0	0	0	0	0	1.11E-06	0	0	8.36E-07	0	0	0	0	2.66E-07	9.21E-07	0	0	5.02E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89E-07	0	0	0	0	0	0	0	0	0	0	0	0	1.84E-07	0	0	3.78E-07	0	0	0	0	0	0	2.84E-07	2.96E-06	6.87E-08	0	3.24E-06	0	0	0	3.23E-08	1.16E-07	0	0	0	0	0	0	0	0	5.73E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43E-06	0	0	0	0	0	0	1.79E-07	1.06E-05	8.89E-08	0	2.23E-08	0	0	0	0	0	0	0	0	2.38E-08	5.01E-07	9.98E-08	0	0	0	0	1.28E-06	1.33E-07	0	3.46E-07	0	0	0	0	1.52E-08	1.04E-06	0	0	0	0	8.79E-08	0	1.61E-07	1.23E-06	0	0	1.03E-07	3.31E-07	0	1.08E-07	1.14E-07	0	7.22E-08	0	0	0	0	0	0	0	0	0	0	0
Human alphaherpesvirus 3	0	0	0	0	0	2.59E-06	0	0	0	0	0	0	1.42E-06	0	0	0	0	0	3.36E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.29E-08	1.67E-06	0	9.13E-07	0	0	0	0	0	0	0	1.27E-05	0	0	0	0	0	3.99E-07	0	0	0	3.52E-07	1.81E-06	0	0	0	0	3.20E-07	0	0	0	0	0	0	9.88E-06	4.14E-08	4.46E-06	0	0	5.51E-06	3.19E-08	0	0	0	0	0	0	0	0.000284143	0	0	0	0	0	0	0	0	0	0	0	8.52E-07	0	6.19E-07	0	0	0	0	0	0	0	0	7.22E-07	0	0	0	0	0	0	0	0	0	4.31E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79E-07	0	0	0	0	0	0	0	0	0	0	0	5.70E-08	0	7.51E-07	0	0	0	0	6.26E-08	1.53E-05	0	0	0	7.20E-08	0	2.01E-07	7.21E-08	0	0	9.78E-08	0	0	0	0	0	0	0	0	0	1.03E-07	0	0	1.08E-07	0	0	1.44E-07	0	0	2.86E-06	0	0	0	0	0	0	9.88E-07	0
Gammapapillomavirus 16	0	0	0	0	0	5.76E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.87E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alphapapillomavirus 14	0	0	0	0	0	5.76E-08	0	0	0	0	0	4.58E-08	6.11E-07	0	0	0	0	4.83E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83E-06	0	0	0	0	0	0	0	0	0	0	0	3.71E-08	0	0	3.68E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.56E-08	0	0	0	0	0	4.04E-06	0	0	0	0	0	0	0	0	0	5.67E-07	0	0	0	0	0	0	0	2.96E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.97E-07	1.96E-07	0	0	0	0	0	0	0	0	0	0	0	4.32E-08	1.80E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73E-08	0	0	0	0	0	0	0	0	0	1.19E-07	0	0	8.34E-08	0	0	0
Human mastadenovirus E	0	0	0	0	0	0	0	2.52E-08	0	0	0	0	0	0	0	0	0	0	8.40E-07	0	0	0	0	8.27E-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.71E-08	0	1.33E-07	0	0	2.00E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84E-07	8.46E-07	2.99E-05	0	0	0	0	0	0	0	0	0	1.37E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31E-08	0	6.92E-08	0	0	1.20E-08	0	0	0	0	0	0	0	0	0	0	0	6.69E-08	0	0	0	0	0	0	9.81E-08	0	0	0	0	0	0	0	2.09E-08	0	0	0	4.32E-08	0	0	0	0	0	0	6.52E-08	0	0	0	0	0	0	6.14E-07	0	0	0	2.37E-08	0	0	0	5.99E-07	0	0	3.96E-08	0	0	5.94E-08	0	0	0	0	0	0
Gammapapillomavirus 18	0	0	0	0	0	0	0	2.52E-08	0	0	0	0	0	0	0	2.33E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46E-07	0	0	0	0	0	0	0	0	0	0	0	6.52E-08	0	0	0	0	1.82E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variola virus	0	0	0	0	0	0	0	0	4.49E-06	9.10E-06	0	0	1.02E-06	0	0	0	0	2.42E-07	0	8.19E-08	0	0	0	0	0	0	0	0	0	0	1.27E-06	4.22E-07	0	0	1.26E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.21E-07	0	0	1.00E-07	0	0	2.53E-06	0	0	4.00E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.04E-06	0	0	0	1.63E-08	0	0	0	0	0	1.89E-07	0	3.09E-07	0	0	0	0	0	2.96E-06	1.37E-07	0	0	0	0	0	3.23E-08	2.89E-07	0	0	1.78E-08	0	7.00E-08	0	0	0	0	4.81E-08	0	4.31E-07	0	2.89E-06	7.68E-08	0	0	0	0	0	0	0	0	1.43E-06	0	0	0	0	0	0	0	0	0	0	2.01E-07	0	0	0	0	0	2.32E-07	0	0	0	2.50E-07	3.33E-08	0	0	1.46E-07	0	0	0	0	2.16E-07	1.44E-07	3.03E-07	0	7.21E-08	1.52E-08	0	0	0	0	0	0	0	0	6.14E-07	9.85E-08	0	0	2.13E-07	0	0	3.79E-08	0	2.89E-07	0	3.96E-08	0	4.96E-07	5.94E-08	0	0	0	0	0	0
Alphapapillomavirus 2	0	0	0	0	0	0	0	0	4.49E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.88E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84E-07	0	0	0	0	0	0	0	0	5.78E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23E-08	0	0	0	0	0	0	0	0	0	0	3.33E-08	0	0	0	0	0	0	0	1.30E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.13E-08	5.91E-07	0	1.08E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhopapillomavirus 1	0	0	0	0	0	0	0	0	4.49E-06	0	0	0	0	0	0	0	0	1.21E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Torque teno virus 5	0	0	0	0	0	0	0	0	4.49E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.75E-08	0	8.48E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Torque teno mini virus 18	0	0	0	0	0	0	0	0	4.49E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.44E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.21E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.46E-06	0	0	9.72E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76E-07	0	0	0	0	0	0	0	0	0	1.38E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.98E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03E-06	0	0	0	0	0	0	0	0	0	1.75E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human mastadenovirus A	0	0	0	0	0	0	0	0	0	1.02E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.29E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96E-06	6.87E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50E-07	0	0	0	0	0	0	0	1.27E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01E-06	0	0
Human mastadenovirus C	0	0	0	0	0	0	0	0	0	5.09E-08	2.66E-06	0	0	1.23E-07	0	0	0	2.42E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98E-06	1.84E-06	0	0	0	0	0	1.79E-06	0	1.01E-06	0	0	0	2.00E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67E-07	0	0	0	1.11E-05	0	0	1.20E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84E-07	0	6.87E-08	0	0	0	0	0	0	5.78E-08	0	0	0	2.55E-06	0	6.29E-06	0	0	0	0	0	0	0	0	0	1.02E-05	0	0	0	0	0	0	0	1.43E-06	0	0	0	0	0	0	0	0	0	0	4.46E-08	1.93E-07	2.20E-08	0	0	0	0	0	0	1.19E-08	0	9.98E-08	0	0	0	0	0	0	0	4.32E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37E-08	0	0	0	0	0	0	0	0	4.96E-07	0	0	0	0	0	0	0
Gammapapillomavirus 23	0	0	0	0	0	0	0	0	0	0	2.66E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.73E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.02E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vaccinia virus	0	0	0	0	0	0	0	0	0	0	0	2.29E-07	8.14E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	7.04E-08	0	0	0	0	0	0	0	1.26E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22E-07	0	0	3.19E-08	0	0	0	0	0	0	0	0	0	0	0	1.09E-07	1.89E-07	0	0	0	0	0	0	0	0	6.87E-08	0	0	0	0	0	0	5.78E-08	0	0	0	0	0	0	0	1.11E-05	0	0	0	0	0	9.65E-07	0	0	0	0	0	0	4.24E-06	4.79E-08	0	0	0	0	0	0	0	0	8.93E-08	0	0	0	2.23E-08	1.93E-07	0	0	0	0	0	9.81E-08	0	3.57E-08	0	6.65E-08	0	0	0	6.26E-08	0	0	6.33E-08	1.73E-07	0	0	0	1.73E-07	0	0	3.26E-08	0	0	0	0	0	0	0	2.56E-06	0	0	2.60E-07	1.75E-07	0	3.79E-08	0	0	0	0	0	0	0	4.03E-06	0	0	0	0	0
Human betaherpesvirus 6A	0	0	0	0	0	0	0	0	0	0	0	5.59E-06	2.04E-07	1.23E-07	0	0	0	0	0	0	0	2.97E-07	0	0	0	0	0	0	0	0	2.54E-07	0	0	0	0	0	0	0	0	0	0	0	1.84E-06	0	0	0	0	0	0	3.71E-08	0	1.33E-07	0	0	2.00E-06	0	0	0	0	0	0	0	0	0	3.96E-08	0	6.34E-07	0	0	1.86E-07	0	3.33E-07	0	0	0	0	1.01E-07	0	0	0	0	0	0	0	0	0	0	1.89E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.78E-08	0	0	3.57E-08	0	0	0	0	1.11E-05	0	1.93E-07	0	4.31E-07	0	0	7.68E-08	0	0	0	0	0	0	0	1.20E-08	0	2.61E-08	0	0	0	0	0	0	0	0	3.71E-08	0	0	2.20E-08	1.59E-07	0	0	0	1.96E-07	0	2.38E-08	0	6.65E-08	0	0	0	0	0	0	0	0	0	0	0	1.44E-08	6.10E-08	0	0	0	0	0	0	0	0	0	0	0	0	2.37E-08	0	0	0	0	0	0	0	0	0	5.94E-08	0	0	0	4.01E-06	0	0
Human betaherpesvirus 5	0	0	0	0	0	0	0	0	0	0	0	4.58E-08	1.02E-06	1.23E-07	0	0	0	0	0	0	0	0	3.70E-08	0	0	2.10E-05	0	1.03E-05	0	0	0	0	0	0	0	0	8.92E-05	0	0	0	0	0	4.60E-06	0	0	0	0	0	8.95E-07	3.71E-08	0	0	0	0	0	0	0	0	2.53E-06	7.78E-06	0	0	0.002701002	0	0	0	6.34E-07	0	0	0	0	0	0	1.46E-05	0	0	0	0	0	0	0	0	4.51E-06	0	0	2.54E-06	5.47E-07	0	0	0	8.25E-05	0	0	0	2.84E-07	0	2.06E-07	0	0	0	0	0	1.29E-07	1.73E-07	0	0	0	0.006728238	2.33E-08	0	1.30E-05	1.11E-05	6.88E-05	0	2.43E-05	0	0	4.82E-07	0	0	1.76E-07	1.31E-08	0	9.22E-08	0	0	1.20E-08	0	0	0	0	0	0.000494598	0	0	0	0	0	2.23E-08	3.85E-07	0	0	0	0	0	0	2.28E-07	1.19E-08	2.50E-07	9.98E-08	0	0	0	4.18E-08	0	0	0	8.64E-08	1.80E-08	0	0	1.44E-08	0	0	0	0	0	1.16E-07	8.79E-08	0	0	0	0	4.70E-07	0	0	0	0	3.79E-08	0	0	0	0	0	0	0	0	6.92E-06	0	0	0	0
Human mastadenovirus B	0	0	0	0	0	0	0	0	0	0	0	4.58E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27E-05	0	0	0	1.11E-07	0	0	0	0	2.00E-06	0	0	0	0	0	0	0	0	0	3.96E-08	0	0	0	0	0	4.46E-06	5.56E-08	0	0	0	0	0	0	0	0	0	0	0	0	9.18E-08	0	0	1.89E-07	0	0	0	0	0	0	0	0	1.37E-07	0	0	0	0	0	3.23E-08	5.78E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02E-05	0	0	0	2.31E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.70E-08	0	2.50E-07	3.33E-08	0	0	0	0	0	0	0	1.73E-07	1.80E-08	0	0	1.44E-08	0	0	0	0	0	2.31E-07	8.79E-08	0	0	0	0	0	0	4.73E-08	0	1.08E-07	0	0	0	0	3.96E-08	0	0	0	0	0	0	0	0	0
Human mastadenovirus D	0	0	0	0	0	0	0	0	0	0	0	4.58E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84E-07	0	0	0	0	0	0	0	0	5.78E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34E-06
Human associated cyclovirus 4	0	0	0	0	0	0	0	0	0	0	0	4.58E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
