taxonomy	UCS_0001_BAL	UCS_0002_BAL	UCS_0002_UA	UCS_0004_BAL	UCS_0005_BAL	UCS_0006_BAL	UCS_0007_BAL	UCS_0007_UA	UCS_0009_BAL	UCS_0009_UA	UCS_0010_BAL	UCS_0010_UA	UCS_0013_BAL	UCS_0013_UA	UCS_0014_BAL	UCS_0014_UA	UCS_0015_BAL	UCS_0015_UA	UCS_0016_BAL	UCS_0016_UA	UCS_0017_BAL	UCS_0018_BAL	UCS_0018_UA	UCS_0019_BAL	UCS_0020_BAL	UCS_0021_BAL	UCS_0021_UA	UCS_0022_BAL	UCS_0022_UA	UCS_0023_BAL	UCS_0023_UA	UCS_0025_BAL	UCS_0025_UA	UCS_0028_BAL	UCS_0028_UA	UCS_0029_BAL	UCS_0030_BAL	UCS_0030_UA	UCS_0031_BAL	UCS_0032_BAL	UCS_0032_UA	UCS_0033_BAL	UCS_0034_BAL	UCS_0035_BAL	UCS_0036_BAL	UCS_0037_BAL	UCS_0038_BAL	UCS_0038_UA	UCS_0039_BAL	UCS_0039_UA	UCS_0040_BAL	UCS_0040_BKG	UCS_0041_BAL	UCS_0041_UA	UCS_0042_BAL	UCS_0042_UA	UCS_0043_BAL	UCS_0043_UA	UCS_0044_BAL	UCS_0045_BAL	UCS_0046_BAL	UCS_0046_UA	UCS_0047_BAL	UCS_0048_BAL	UCS_0048_UA	UCS_0049_BAL	UCS_0050_BAL	UCS_0050_UA	UCS_0051_BAL	UCS_0051_UA	UCS_0052_BAL	UCS_0053_BAL	UCS_0053_UA	UCS_0054_BAL	UCS_0054_UA	UCS_0055_BAL	UCS_0055_UA	UCS_0056_BAL	UCS_0057_BAL	UCS_0057_UA	UCS_0058_BAL	UCS_0058_UA	UCS_0059_BAL	UCS_0060_BAL	UCS_0060_UA	UCS_0061_BAL	UCS_0061_UA	UCS_0062_BAL	UCS_0063_BAL	UCS_0063_UA	UCS_0064_BAL	UCS_0065_BAL	UCS_0066_BAL	UCS_0069_BAL	UCS_0069_BKG	UCS_0070_BAL	UCS_0070_BKG	UCS_0071_BAL	UCS_0072_BAL	UCS_0073_BAL	UCS_0073_UA	UCS_0074_BAL	UCS_0074_UA	UCS_0075_BAL	UCS_0076_BAL	UCS_0077_BAL	UCS_0077_UA	UCS_0079_BAL	UCS_0079_UA	UCS_0080_BAL	UCS_0081_BAL	UCS_0082_BAL	UCS_0083_BAL	UCS_0083_UA	UCS_0085_BAL	UCS_0085_BKG	UCS_0087_BAL	UCS_0088_BAL	UCS_0088_UA	UCS_0090_BAL	UCS_0093_BAL	UCS_0093_UA	UCS_0094_BAL	UCS_0094_UA	UCS_0095_BAL	UCS_0096_BAL	UCS_0096_UA	UCS_0097_BAL	UCS_0097_UA	UCS_0098_BAL	UCS_0099_BAL	UCS_0099_UA	UCS_0100_BAL	UCS_0101_BAL	UCS_0101_UA	UCS_0103_BAL	UCS_0106_BAL	UCS_0106_UA	UCS_0109_BAL	UCS_0114_BAL	UCS_0115_BAL	UCS_0116_BAL	UCS_0118_BAL	UCS_0123_BAL	UCS_0128_BAL	UCS_0130_BAL	UCS_0130_UA	UCS_0134_UA	UCS_0136_BKG	UCS_0138_BAL	UCS_0144_BAL	UCS_0147_BAL	UCS_0148_BAL	UCS_0148_UA	UCS_0151_BAL	UCS_0153_BAL	UCS_0153_UA	UCS_0154_BAL	UCS_0154_UA	UCS_0156_BAL	UCS_0156_UA	UCS_0158_BAL	UCS_0158_UA	UCS_0159_BAL	UCS_0159_UA	UCS_0160_BAL	UCS_0163_BAL	UCS_0164_BAL	UCS_0164_UA	UCS_0167_UA	UCS_0168_BAL	UCS_0170_BAL	UCS_0170_UA	UCS_0171_BAL	UCS_0172_UA	UCS_0174_BAL	UCS_0174_UA	UCS_0175_BAL	UCS_0175_UA	UCS_0176_BAL	UCS_0177_BAL	UCS_0177_UA	UCS_0180_BAL	UCS_0182_UA	UCS_0185_BAL	UCS_0185_UA	UCS_0190_BAL	UCS_0191_BAL	UCS_0191_UA	UCS_0192_BAL	UCS_0192_UA	UCS_0194_BAL
Streptococcus gordonii	288	15	119	34	486	44	21	206	13	10584	5	6890	7223	14997	32	432	10323	60111	800	14672	16	289	28779	9	1	10	5184	3	59	4492	13742	729	3204	364	14157	13	389	239	4	3465	3434	30	15	2233	30	23	2931	21183	106	14707	39	2827	27	25	23	56	158	990	12	18	13	18	10	55	81	8	533	4607	4	208	10	20508	6227	24	29	4	5	13	12	35	5	34	12	124	195	35	146	262	40	154	13	807	35	78	23	507	2051	19	8	119	11821	126	57	175	10	27	22	12	7	4	3	10	75	8	15	100	19	5605	80296	9	28	21	25	64	12	11	21	9	8	8	10	23	9	19	265	6	13823	144291	1283	2220	32	18	525	42	1741	2912	7830	660	23	836	24	12	541	19663	1537	863	25170	4273	15765	30	139	31353	1514	4	49	89	102	13	20	20117	452	2218	11683	17	51512	8731	1238	1462	9178	344	3689	7208	739	29	200	19	7	7	58	7	42	12
Streptococcus sp. oral taxon 064	288	10	19	30	3	5	9	7	4	1048	10	1277	1232	2546	20	749	1542	7535	557	12587	10	48	8246	4	7	3	5306	10	21	6859	17114	94	106	135	4075	2	51	13	3	6369	2835	12	31	1343	5	7	1220	9973	17	716	91	31	8	4	9	7	3	43	7	9	18	7	6	5	6	8	33	136	3	35	4	73545	10900	8	1	3	6	1	2	8	2	13	8	8	9	15	27	64	9	12	1	40	4	1	112	382	503	9	5	21	86068	1255	3	116	7	4	17	9	11	13	2	6	21	2	7	252	4	2713	59312	8	20	2	9	20	10	0	5	15	7	6	3	3	6	1	28	4	1292	14857	10	366	10	5	10	4	14853	36	61	10	12	3	3	0	793	120268	172	339	8449	33	212	4	108	99	2	5	8	80	34	3	8	3143	5	830	4884	4	146502	174	21	191	864	1511	300	1442	91	5	9	11	10	7	4	3	8	2
Streptococcus sp. KCOM 2412	222	15	17	27	9	4	19	25	22	101	16	23848	664	4786	12	23	214	1826	41	74	18	8	187	10	16	7	83	21	778	541	2349	14	9	503	11033	17	4743	3176	12	15369	19385	11	18	226	13	10	86	404	16	654	9	59	5	4	26	16	1184	6678	17	18	22	11	23	11	22	9	5526	29406	12	55	23	6714	4273	27	42	8	26	9	13	14	11	50	22	1222	436	3	19	125	3	6	15	14	10	22	14	22	51	26	20	881	99	12	20	245	32	7	28	21	19	5	18	18	27	5	19	13	25	2788	43230	5	25	12	12	37	27	11	42	15	11	7	16	21	17	7	88	10	68125	341837	9	47839	7	6	427	10	53	7371	18396	112	21	31	13	8	16	252	1170	255	2682	29624	38711	182	130	32	19	6	29	13	10	6	12	148101	16	57498	206213	13	187	103233	12433	23313	86910	39	138	518	70	6	357	1	19	11	4	7	10	19
Streptococcus sp. A12	209	2	3	23	0	4	6	8	1	122630	2	7087	1482	2989	2	1213	1656	15261	463	7280	4	4	9057	3	4	8	25	8	7	480	3162	87	144	96	3797	5	71	17	3	553	457	2	3	1821	20	6	28070	257952	239	11217	0	14	9	7	3	12	23	126	4	6	0	16	1	34	3	5	44	301	12	87	2	3326	1634	0	8	3	2	7	11	0	4	27	0	3	33	14	3	140	15	31	0	12	4	4	4	454	106	32	10	35	1258	47	74	135	0	109	4	2	1	0	0	0	278	0	4	2	9	195	2394	1	5	5	0	10	4	3	2	2	7	21	4	6	3	6	92	39	735	7083	5052	106	46	4	21	6	510	128	252	71	14	6	0	8	5	2794	86	1034	17751	158	322	5	39	1901	24	5	18	4	113	0	3	5765	2	111	2480	2	11475	1191	139	2244	3864	23	3426	13197	7	8	6	8	0	1	6	3	7	4
Streptococcus sp. HSISM1	207	4	7	300	7	11	90	66	31	17098	7	4127	38614	72942	78	26556	27472	322702	270	4700	11	20	3502	10	4	19	20924	11	26	453	2003	186	1181	211	34292	16	85	36	3	12374	3495	107	12	1300	4	20	2678	16259	3802	196276	11	5354	17	11	8	21	68	865	9	20	11	16	2	26	20	13	55	722	17	156	13	11602	8365	10	35	7	6	7	11	34	16	2	9	47	29	17	15	197	25	30	8	6	27	729	7	400	319	32	9	625	1057	23	258	304	5	21	17	9	6	11	3	11	802	8	5	15	18	231	3310	10	28	6	11	18	4	5	3	6	13	109	4	3	21	6	5	11	1284	7106	108120	850	21	52	200	230	1641	280	593	104	1926	8	9	12	13	1553	293	770	14259	1545	3963	20	21	25069	311	58	101	10	33	9	21	112457	6	552	2280	4	4301	4863	406	85	1612	328	19302	122846	35	13	15	5	9	6	11	9	12	22
Streptococcus equinus	201	0	10	4	3	18	0	2	4	1480	4	379	306	646	20	176	886	7922	60	846	2	4	669	4	2	0	1343	1	8	89	471	63	85	15	882	1	233	70	2	370	473	0	7	201	1	0	327	2128	17	1203	2	10	6	0	3	4	41	362	3	3	5	2	3	12	158	1	192	821	0	94	1	1581	338	1	6	1	3	0	5	2	1	2	2	42	770	2	8	44	1	11	5	0	2	24	9	65	8434	2	2	13	196	5	11	42	4	2	4	1	4	2	7	2	3	3	2	5	0	95	2457	3	5	1	3	18	7	4	7	4	59	4	5	8	2	2	7	1	3147	12199	438	1338	14	6	733	0	107	442	432	27	7	6	9	0	4	536	25	9	1286	1038	1369	6	48	6099	47	1	8	2	2	7	25	1365	5	91	1275	1	7861	1387	241	28	421	16	471	1246	10	13	85	7	2	4	9	1	10	5
Streptococcus parasanguinis	192	10	9	239	5	27	115	11	25	20496	6	11541	28746	58776	82	21635	35776	484586	1186	13779	7	23	5755	12	10	7	2859	17	59	1020	3223	69	260	397	32561	23	567	222	5	11492	3539	47	16	1448	6	21	3729	26795	2631	160233	6	24206	23	10	16	24	47	260	14	19	9	23	24	33	54	21	300	1187	9	126	9	55743	48363	8	605	9	4	14	20	58	14	100	8	56	80	141	49	264	33	37	4	12	74	622	21	592	5394	24	22	594	4407	54	378	328	10	46	14	7	5	2	2	3	573	4	5	68	21	632	9002	22	1009	7	13	29	12	11	11	12	1	86	1	9	15	5	30	17	8596	38381	77445	3674	32	403	321	33	1897	1563	3162	47	38	6	11	19	126	2596	234	295	14331	1390	3209	19	51	3264	81	11	1217	37	13	2	14	116274	13	508	3163	26	7736	2416	420	2596	3843	213	11553	101229	877	27	118	18	5	4	65	15	9	19
Streptococcus sp. HSISS2	179	1	4	4	0	0	5	1	2	769	4	1081	908	916	2	144	330	2683	281	3156	3	10	981	2	0	0	653	0	11	916	5479	28	80	57	2975	4	118	35	0	269	106	1	1	240	2	0	787	4038	24	1544	54	7943	5	0	0	2	1	45	1	1	2	1	1	4	3	1	24	73	0	5	0	5582	912	1	1	0	2	1	3	0	1	23	1	20	81	5	4	14	3	2	8	1	4	0	5	292	69	6	1	4	14905	24	5	17	1	1	4	1	10	2	0	2	9	0	1	632	1	213	3111	2	0	1	0	6	1	1	2	1	2	3	0	2	2	0	0	1	708	6179	532	281	0	2	1	0	495	32	90	19	2	2	1	0	0	5314	188	239	4500	45	483	4	4	303	5	9	3	1	3	1	2	2082	0	130	840	1	23087	299	52	21	231	44	788	1753	141	0	12	2	3	0	2	0	1	1
Streptococcus australis	132	0	1	8	3	5	16	3	2	57321	3	6755	1854	3401	1	1236	1545	13957	755	7240	2	24	3901	2	2	0	455	5	82	613	3103	46	541	253	5345	1	85	23	2	646	228	1	5	1323	1	5	6325	62571	124	8724	1	1317	2	2	1	10	26	227	3	5	1	6	0	8	17	2	47	265	8	4	2	4137	2003	1	2	2	1	5	5	0	1	0	0	3	147	10	104	34	6	16	0	7	1	6	8	685	837	9	3	24	3051	33	5	71	2	40	0	5	2	0	5	1	90	1	2	4	1	231	5460	1	2	3	2	17	3	2	4	1	1	11	2	4	2	2	11	8	1239	9590	3463	288	116	1	24	7	739	918	1379	38	4	3	0	3	46	3815	247	822	19553	658	1422	14	78	5731	45	2	5	4	177	1	5	6517	2	34	1368	0	5732	1436	190	39	891	28	2655	8834	3092	7	8	5	2	0	4	3	3	3
Streptococcus suis	111	42	137	16	72	299	18	30	11	4356	29	4358	1781	5860	4	127	851	5720	514	6036	8	51	6729	13	5	8	10681	16	217	897	6365	398	1025	153	5961	14	919	517	6	1283	1668	10	14	894	24	7	2426	12822	27	2331	57	35	36	585	13	309	179	965	25	11	8	67	3	154	451	7	729	3534	10	875	6	7711	2228	81	156	6	3	4	4	22	4	45	9	155	920	38	126	182	31	111	31	12	49	36	25	340	6194	11	17	33	5284	64	74	168	10	16	32	9	57	2	5	8	36	18	4	143	13	1070	13663	8	20	56	26	31	13	18	54	8	32	11	12	41	3	8	225	7	9911	48336	1618	3288	31	19	9872	68	789	1892	4391	655	76	32	12	6	43	4263	917	448	14015	2671	4766	7	241	13546	242	16	77	148	13	11	10	5569	14	959	3745	13	11987	7796	1021	460	1868	135	2212	4676	40	89	101	46	6	3	69	7	54	16
