	Gene.symbol	baseMean	logFC	lfcSE	stat	pvalue	adj.P.Val	abundance.1	abundance.2
39	Streptococcus infantarius	16.1204416158478	-0.887328304175067	0.577039808073457	-1.53772459327817	0.124115967781534	0.438030251014449	1.23142342105263e-05	1.56363557692308e-05
40	Streptococcus salivarius	96.7792250523507	-0.229949013801377	0.459647097074742	-0.50027295998344	0.616882891077929	0.847809790499961	7.83461315789474e-05	8.85919807692308e-05
41	Streptococcus canis	39.1431104128096	-1.11333162810415	0.419745598906829	-2.6523961918926	0.00799226996566672	0.101132954565552	3.62061315789474e-05	3.99310576923077e-05
42	Streptococcus gallolyticus	35.0831212052486	-0.0774170170166166	0.548901815969157	-0.141039826730992	0.887838479613216	0.959341533458299	2.23842105263158e-05	3.32022884615385e-05
43	Streptococcus equi	78.484426209277	-1.32069194937503	0.505891263854429	-2.61062414739596	0.00903771615399964	0.108783241999971	7.62275263157895e-05	5.57134615384615e-05
44	Streptococcus dysgalactiae	80.7194214238842	-1.59740449275911	0.43914208992109	-3.63755724951381	0.000275236027289369	0.0118112156058525	5.44938947368421e-05	5.21273461538462e-05
45	Streptococcus sobrinus	36.5033493027761	-0.890414538807529	0.544225529704844	-1.63611313730621	0.101815911197127	0.403044001410017	2.84762394736842e-05	3.49615673076923e-05
46	Streptococcus thermophilus	80.7567808076049	-1.19743836188538	0.450415417369142	-2.6585199256268	0.00784847094590302	0.0999579757122738	6.37683421052632e-05	6.95528846153846e-05
47	Streptococcus sp. HSISS3	13.424688551218	0.503334452027072	0.626448993798762	0.803472360893856	0.421701765693511	0.733211349511737	9.60493157894737e-06	1.64802692307692e-05
48	Streptococcus vestibularis	56.6717614885797	-1.55400266562612	0.60959293411812	-2.54924651952248	0.0107955958494802	0.115817968515619	8.16003947368421e-05	0.000102031996153846
49	Streptococcus parauberis	34.7429345205031	-0.154333006635083	0.416707364743642	-0.370363040571719	0.711112008261815	0.884706998513964	3.24331052631579e-05	4.74690384615385e-05
50	Streptococcus urinalis	46.7267363995399	-0.623776085522756	0.473767858513424	-1.31662812137578	0.187963307815119	0.526546219905929	4.16131315789474e-05	4.5418625e-05
51	Streptococcus ferus	28.1549674444648	-0.737552149672075	0.52976976113795	-1.39221262475949	0.163858020881151	0.498679749888124	2.59282736842105e-05	4.44588269230769e-05
52	Streptococcus marmotae	44.6220040197762	-1.23436008808859	0.531392880210153	-2.32287660233692	0.0201857824044808	0.169784913245934	3.26708921052632e-05	3.69788653846154e-05
53	Streptococcus sp. I-G2	36.3736458295905	0.100263448231283	0.712686905749242	0.140683724399114	0.888119803256185	0.959341533458299	2.40912631578947e-05	5.64615153846154e-05
54	Streptococcus sp. FDAARGOS_192	11.9834871678185	0.151832228198957	0.624320204564801	0.243196082857507	0.807853501215392	0.933280222727206	6.35776052631579e-06	1.69039038461538e-05
55	Streptococcus respiraculi	55.2080590030209	-1.71093819799079	0.620476755557903	-2.75745736268943	0.00582528097459368	0.0845522400282936	3.69814736842105e-05	3.60262211538462e-05
56	Streptococcus troglodytae	25.4804926420757	-1.93019507485093	0.554559523941453	-3.48059133694493	0.000500308207274311	0.017027731054474	2.67623868421053e-05	2.20033846153846e-05
57	Streptococcus uberis	46.0183878143116	-1.11799189762461	0.456518925453437	-2.44894972648542	0.0143273444158077	0.133406499418888	3.13751842105263e-05	4.16431346153846e-05
58	Streptococcus pasteurianus	24.4957844294526	-0.816874789205909	0.500010359891276	-1.63371572817718	0.102318554284534	0.403953652315339	1.39738815789474e-05	1.77524615384615e-05
59	Streptococcus porcinus	17.1138086614671	0.271928746964861	0.444127127155624	0.612276824220141	0.540354620537056	0.812089302288067	1.45539736842105e-05	2.46982884615385e-05
60	Streptococcus lutetiensis	3.2644524245701	1.14236069323675	0.52563601486159	2.17329228009149	0.029758326155651	0.214441830369551	2.07271842105263e-06	1.23543230769231e-05
61	Streptococcus halotolerans	29.4582671919093	-1.28249459970276	0.548235468081437	-2.33931344170576	0.0193192175465879	0.164853611398982	2.34488157894737e-05	2.14977846153846e-05
62	Lactococcus lactis	68.2861603297406	0.0868254468344082	0.2525243465757	0.3438300029751	0.730974135211726	0.899216624163656	8.78451052631579e-05	0.000175750134615385
63	Lactococcus piscium	28.5118911842296	-0.0747296281260673	0.416527455008366	-0.179411050166108	0.857614955383655	0.95072927101872	3.35838447368421e-05	4.23910192307692e-05
64	Lactococcus raffinolactis	9.78252608941581	0.110391417574551	0.483110043222712	0.228501599424753	0.819256312849693	0.938150489974789	1.13944421052632e-05	1.72194807692308e-05
65	Lactococcus sp. 1JSPR-7	8.49799770376158	0.115449762095938	0.330007058884231	0.349840280648175	0.72645856728866	0.896268257392384	1.17686342105263e-05	1.21751884615385e-05
66	Lactococcus garvieae	15.2612401512158	0.180131848832379	0.408936991267625	0.440488027933117	0.659583681406206	0.862113106458551	2.48431578947368e-05	1.74458846153846e-05
67	Lactobacillus salivarius	153.515348704189	0.278727776357698	0.318958843940313	0.873867527591918	0.3821904005276	0.70337186810852	0.000205705710526316	0.000427010846153846
68	Lactobacillus helveticus	24.2597434717605	0.240612700767068	0.399386838465604	0.602455257893508	0.546871137142588	0.813600795695695	4.49682894736842e-05	5.21659423076923e-05
69	Lactobacillus johnsonii	188.564646637591	-0.00842233224994434	0.357051028204047	-0.0235885954237643	0.981180769155026	0.995274528312842	0.000550741052631579	0.00700862676923077
70	Lactobacillus gasseri	431.221414181662	-1.04550078114508	0.371554233526486	-2.81385780811068	0.00489508755080829	0.0739507869282824	0.00323076928947368	0.00107235771153846
71	Lactobacillus reuteri	26.7196981838588	-0.172757093094571	0.26746618095986	-0.645902567848375	0.518342456521748	0.797304942213453	0.000161677552631579	4.47333846153846e-05
72	Lactobacillus rhamnosus	287.047988558975	0.590798395472117	0.318637174132976	1.85414146067451	0.0637189244373584	0.323972185009464	0.000542423473684211	0.00196780865384615
73	Lactobacillus curieae	7.81660533124086	-0.620211733957739	0.449404833248688	-1.38007357302838	0.167563993096652	0.505093143333837	1.31024421052632e-05	2.48789769230769e-05
74	Lactobacillus crispatus	85.3020897967863	-0.425886593342922	0.27902919859538	-1.52631550922561	0.126931308016993	0.445840572999189	0.001552282	0.000185546673076923
75	Lactobacillus koreensis	3.81592898397813	-0.193872831465288	0.541911693941526	-0.357757239108789	0.720524993578622	0.891920780094607	2.66046842105263e-06	5.74178846153846e-06
76	Lactobacillus acidophilus	131.76771315027	1.29195358483623	0.368593253242609	3.5050928726193	0.000456448026526655	0.0164822269090906	0.000847821473684211	0.000653126211538462
77	Lactobacillus farciminis	10.5126060865074	0.0850666418090395	0.438886766454876	0.193823665489321	0.846313956012703	0.945993062949646	1.01944105263158e-05	1.29888461538462e-05
78	Lactobacillus plantarum	32.0682796993721	0.205322919120657	0.304442012890214	0.674423734002506	0.500041957733566	0.785870538332557	5.19241052631579e-05	4.447825e-05
79	Lactobacillus kefiranofaciens	7.31854596154753	0.0704031282527125	0.343401781716171	0.205016782093758	0.837559013299719	0.94371931453722	1.58425473684211e-05	1.38051153846154e-05
80	Lactobacillus paragasseri	178.635469901148	-1.91520379123891	0.467722731484507	-4.09474173974874	4.22639234793233e-05	0.00344330237761987	0.00119861876315789	0.000528293307692308
81	Lactobacillus casei	8.55747905965165	0.962709133034082	0.389785541301809	2.46984310864589	0.0135172321418613	0.129779557900366	9.87409736842105e-06	1.54140923076923e-05
82	Lactobacillus jensenii	16.0466707773598	-0.029594341070926	0.308878581774366	-0.095812214951649	0.923669715865966	0.970886059169019	0.000169667184210526	7.49995576923077e-05
83	Lactobacillus alimentarius	8.31183841382105	0.0705910624543365	0.320952769012681	0.21994221352721	0.825916159529047	0.940504511445759	1.08526315789474e-05	1.75723846153846e-05
84	Lactobacillus ginsenosidimutans	8.52916305571193	0.134635852588629	0.364220633932156	0.369654654474377	0.711639822624451	0.884991816375892	1.14428947368421e-05	1.55552211538462e-05
85	Lactobacillus acetotolerans	9.00475783404958	-0.247872428045005	0.342865853069876	-0.722942882254561	0.46971497642909	0.765453234120816	2.11039894736842e-05	1.45608076923077e-05
86	Lactobacillus bombi	14.176322195229	-0.523957333999478	0.368783947937108	-1.42077044548813	0.155383505271	0.487971050974721	1.43806315789474e-05	3.42597596153846e-05
87	Lactobacillus amylolyticus	8.61984817603996	-0.9735467220973	0.442221894118722	-2.20148919591017	0.0277014107186882	0.209099577535189	3.91302e-05	1.025575e-05
88	Lactobacillus backii	12.3145168339324	0.197420032686366	0.370240942208571	0.533220425349805	0.593881004054962	0.834194332545893	2.33455526315789e-05	1.74120288461538e-05
89	Lactobacillus terrae	11.4539150966296	-0.376950467127963	0.295145868817583	-1.27716667232412	0.201543410463184	0.538601117672823	2.41279210526316e-05	2.86780730769231e-05
90	Lactobacillus paraplantarum	4.18558183862287	-0.39123596677893	0.32717491647278	-1.19580061636993	0.231774375348115	0.575374873611503	7.15763157894737e-06	5.53861153846154e-06
91	Lactobacillus fermentum	42.4233422083622	-0.549094039041261	0.359382020714562	-1.52788399917584	0.126541341619702	0.444998708474986	0.000764783368421053	5.54224807692308e-05
92	Lactobacillus pentosus	6.72323129129244	0.196509908279029	0.339069745571333	0.579556008301211	0.562214066534046	0.818846950815204	1.39574526315789e-05	1.03252884615385e-05
93	Lactobacillus heilongjiangensis	9.65093119942613	0.228102886773262	0.352630734164352	0.646860482294064	0.517722243776935	0.796985704789324	1.44360105263158e-05	1.628925e-05
94	Lactobacillus curvatus	44.7279261311512	-0.575220489011422	0.422806593012284	-1.36048136078784	0.173677647329972	0.512814922272106	6.58294736842105e-05	7.95004230769231e-05
95	Lactobacillus sp. HBUAS52074	17.7617824568173	-0.195282371067207	0.362161410795778	-0.539213635815348	0.589739452586201	0.833663250866839	2.77888421052632e-05	3.28739903846154e-05
96	Lactobacillus coryniformis	9.04699818676871	-0.192704730585881	0.412348854230182	-0.467334221033894	0.640260776453645	0.855125015371783	1.15235e-05	1.23032461538462e-05
97	Lactobacillus amylovorus	24.1436938605645	-1.07237136511202	0.366030081344151	-2.92973561400749	0.00339250512860951	0.0587439045953963	3.98363947368421e-05	2.02990673076923e-05
98	Lactobacillus sakei	18.3884249341704	-0.136131564438688	0.314303505729386	-0.433121368222653	0.66492659980904	0.864108132524932	2.62419210526316e-05	2.33974807692308e-05
99	Lactobacillus hokkaidonensis	9.43628988147219	1.09975614162408	0.386594888477432	2.84472499353358	0.00444497812138272	0.069271474828496	1.76106263157895e-05	1.31833846153846e-05
100	Lactobacillus agilis	10.1545614875847	0.344405364356905	0.455858090425099	0.755510040494706	0.449943010189457	0.752276258142846	2.92340710526316e-05	2.17280576923077e-05
101	Lactobacillus sanfranciscensis	11.1053043024604	-1.15438326727112	0.446517303398245	-2.58530466453509	0.00972929843800603	0.112095146595081	2.05632263157895e-05	1.09129807692308e-05
102	Lactobacillus crustorum	6.92464489978649	-0.11669039105089	0.321156192402096	-0.363344670946872	0.716347427575939	0.889336058261373	1.29850789473684e-05	1.13793230769231e-05
103	Lactobacillus apis	9.98883599840882	0.445592908096924	0.417374805503351	1.06760854326016	0.285697128289294	0.626629034714519	2.30558710526316e-05	1.81835096153846e-05
104	Lactobacillus paracollinoides	5.00517860192461	0.786350313648163	0.420068727129208	1.87195633205585	0.0612126451294151	0.316871752147199	4.69641578947368e-06	9.69351923076923e-06
105	Lactobacillus amylophilus	5.58902725375402	-0.723380954831332	0.492130359218207	-1.46989703293348	0.141589643295061	0.468949254517498	9.28335e-06	7.00099038461538e-06
106	Lactobacillus acidipiscis	9.60969771711701	-0.344485256013592	0.431850022696575	-0.797696510150777	0.425046629540884	0.737455375319321	8.65663157894737e-06	5.75019423076923e-05
107	Lactobacillus lindneri	5.88542720104686	0.140618630107077	0.329229658608292	0.427114102360933	0.669296221790769	0.866726727318067	9.24968421052632e-06	1.14664134615385e-05
108	Lactobacillus kullabergensis	9.23008451961689	0.281903951855008	0.353937539283412	0.796479380022126	0.425753455905957	0.737908023162915	1.36310052631579e-05	1.41432692307692e-05
109	Lactobacillus ruminis	6.54627607363447	-0.663538638735653	0.450644153383984	-1.47242260606955	0.140906792315889	0.467647187172388	1.08975789473684e-05	6.81961538461538e-06
110	Pediococcus acidilactici	14.3953579289169	0.639155524004141	0.346388393894312	1.84519901726025	0.0650085934200441	0.324698814260709	1.93383947368421e-05	3.24586442307692e-05
111	Pediococcus pentosaceus	17.6458867568037	0.16632284657683	0.358168914595545	0.464369853996534	0.642382784499405	0.855445726459962	4.24287631578947e-05	2.46069423076923e-05
112	Pediococcus damnosus	5.43226841137778	0.369061367172033	0.359600373324119	1.02630974423207	0.304745605669957	0.641676429218699	8.76224210526316e-06	7.82996153846154e-06
113	Pediococcus inopinatus	12.5238355398992	-1.40046488238755	0.468702659314048	-2.9879601802071	0.00280846142771543	0.0526593514498389	2.23583342105263e-05	9.55159230769231e-06
114	Enterococcus faecalis	4243.81936387535	-1.10250412407889	0.48787090277484	-2.25982758514236	0.023831953654473	0.18969466336262	0.0223747993684211	0.00954088515384615
115	Enterococcus faecium	1170.44783912791	0.234956978415724	0.4124436388357	0.569670510809649	0.568901194666036	0.820137273730468	0.0130835461842105	0.00533157707692308
116	Enterococcus sp. HSIEG1	8.6980312973123	-0.887895025160179	0.5145209347534	-1.72567327233387	0.0844062090800323	0.362738439892563	1.64208815789474e-05	9.85905384615385e-06
117	Enterococcus casseliflavus	5.71951430321281	-0.484684094317889	0.423536397626178	-1.14437412471379	0.252468514389778	0.596253220434585	8.89590526315789e-06	9.93046153846154e-06
118	Enterococcus hirae	22.6853650890729	-0.118698698993955	0.359249351775025	-0.330407552323959	0.741092035747112	0.90478926137787	2.77174473684211e-05	5.13558269230769e-05
119	Enterococcus mundtii	38.8666885287415	0.207880593728694	0.338072091198802	0.61490019182462	0.538620636144268	0.81039415834511	6.27527894736842e-05	8.61643269230769e-05
120	Enterococcus wangshanyuanii	35.128158386201	-0.262730070217087	0.433373064175527	-0.606244577560258	0.544352355393871	0.81270211051507	4.22112368421053e-05	5.11795769230769e-05
121	Enterococcus cecorum	49.3366846737413	-0.297073408594066	0.41571875128409	-0.714601897740847	0.474855071771778	0.769171699954176	5.74538421052632e-05	7.92793076923077e-05
122	Enterococcus durans	6.7867904139904	0.379456020634017	0.396913339648575	0.95601730334885	0.339063492545304	0.669021673067763	1.29668973684211e-05	0.000298990534615385
123	Enterococcus thailandicus	22.7886610294749	-0.397525286503699	0.462117307443695	-0.860225921211864	0.389664518585266	0.709852069755507	2.54272789473684e-05	5.21331826923077e-05
124	Enterococcus sp. FDAARGOS_375	9.43088746244851	0.633814998410348	0.575298424759903	1.10171516404702	0.270585522334632	0.616310562794496	1.30594552631579e-05	1.00835730769231e-05
125	Enterococcus gallinarum	1.0564295636765	-0.217189507062258	0.517742890892258	-0.419492977852312	0.674855885650328	NA	2.05347894736842e-06	2.86984615384615e-06
126	Enterococcus gilvus	47.6264890147373	-0.0732321114005471	0.464659236523397	-0.157603907647405	0.874768924202946	0.954733057340554	3.91934736842105e-05	0.000112979365384615
127	Vagococcus sp. MN-17	18.9664949224673	-0.431135051566758	0.43697968595303	-0.986624928860193	0.32382654463187	0.659456945429826	3.77128184210526e-05	3.79507403846154e-05
128	Vagococcus sp. CF-49	21.3376350806704	-0.516999043166455	0.383262563950562	-1.34894219210292	0.177355534701152	0.51556453823368	3.27991842105263e-05	5.12865192307692e-05
129	Vagococcus penaei	22.0360138864481	-0.272359040176269	0.39565927438729	-0.68836763803411	0.491221297772146	0.779896119411971	2.29169473684211e-05	4.59414711538462e-05
130	Vagococcus teuberi	29.0011636066714	0.0480212552656902	0.44717581055479	0.107387864308028	0.9144812817108	0.966070994180973	3.44311052631579e-05	5.80968269230769e-05
131	Tetragenococcus osmophilus	16.336176306183	0.0346574946855849	0.42398867427188	0.0817415577081217	0.934852230642878	0.975315008443533	2.09491052631579e-05	2.84667692307692e-05
132	Tetragenococcus halophilus	27.0322810137541	-0.122773120856815	0.339359062630188	-0.361779408232882	0.717516881163662	0.889684876518259	2.82799473684211e-05	3.70018653846154e-05
133	Tetragenococcus koreensis	11.2170972883574	0.465197842563979	0.300205174979951	1.54959967827019	0.121237630239348	0.434298797608605	1.33799736842105e-05	2.3709125e-05
134	Melissococcus plutonius	26.8302814378834	0.141292227443798	0.311953730638947	0.452926872053757	0.65060140021136	0.858041262095665	3.59407631578947e-05	4.12136538461538e-05
135	Weissella sp. 26KH-42	10.4728247566403	0.834783319346204	0.405115165632471	2.06060742762599	0.0393405075738338	0.25213688945048	1.16631578947368e-05	1.69243269230769e-05
136	Weissella soli	4.52587279142918	0.222570370082719	0.51665031863758	0.430794992384099	0.666617441000796	0.865725545089192	5.48807894736842e-06	7.94065384615385e-06
137	Weissella paramesenteroides	3.94853965793977	0.392597672913897	0.357889947247787	1.09697876660973	0.2726506742276	0.61711535407553	6.80684473684211e-06	1.08608557692308e-05
138	Weissella koreensis	13.2503553471154	-0.214024535138423	0.367649779122114	-0.582142428181184	0.560470748542261	0.817807285631273	1.79847157894737e-05	2.81800384615385e-05
139	Weissella viridescens	2.91069704864074	-0.218665589721603	0.692833144855075	-0.315610751802792	0.752297975767994	0.908936944815252	2.79945789473684e-06	4.04158653846154e-06
140	Leuconostoc gelidum	7.55472697397017	-0.0735108119613556	0.30274528015118	-0.242814064432803	0.808149439740816	0.933280222727206	9.86005263157895e-06	1.10490538461538e-05
141	Leuconostoc kimchii	0.910033850527231	-0.257081914722979	0.52784516534164	-0.487040389119764	0.626229708973228	NA	1.51472368421053e-06	1.55933461538462e-06
142	Leuconostoc citreum	5.26079109263658	0.128296003551014	0.40151497865684	0.319529806783781	0.749324792520787	0.908936944815252	8.59087894736842e-06	5.92441923076923e-06
143	Leuconostoc suionicum	2.41861453306498	0.359489884903443	0.344662374357662	1.04302039227059	0.296938848289135	0.635286076433619	4.10477631578947e-06	5.21088461538462e-06
144	Oenococcus kitaharae	2.45113977087218	-0.0751426753791756	0.499158410496957	-0.150538734395689	0.880339593285456	0.958164769289938	4.07357105263158e-06	5.22180769230769e-06
145	Carnobacterium sp. CP1	21.3626849838993	-0.592445026592533	0.37621813698846	-1.57473807970801	0.115316914265641	0.426283874083101	3.35467157894737e-05	3.06463269230769e-05
146	Carnobacterium divergens	39.5480491089908	-0.206009299857131	0.361385952116639	-0.570053425293745	0.568641463012293	0.820137273730468	8.60178684210526e-05	8.02658653846154e-05
147	Carnobacterium maltaromaticum	38.6386521484665	-0.351403790813018	0.359649652547236	-0.977072515778017	0.328533253243391	0.662661418837657	4.86921842105263e-05	5.12147884615385e-05
148	Carnobacterium sp. 17-4	19.6900585375588	-0.454456147445078	0.352087604508091	-1.29074736408289	0.196791295001417	0.537049792165158	3.35575526315789e-05	2.71170769230769e-05
149	Carnobacterium inhibens	21.2217280090605	-0.395372251648181	0.377892670335657	-1.0462554124085	0.295443125342064	0.633459155784107	5.37863684210526e-05	2.51397307692308e-05
150	Marinilactibacillus sp. 15R	20.382312017393	-0.173191530069116	0.330615282012424	-0.523846112057845	0.60038557804946	0.840025246406855	3.13658421052632e-05	3.35821346153846e-05
151	Jeotgalibaca sp. H21T32	25.9016174812933	0.265289792764334	0.411349624670774	0.644925330797762	0.518975575456369	0.79786431927638	3.72481578947368e-05	5.47667653846154e-05
152	Jeotgalibaca dankookensis	15.1103104622583	0.0251304984271253	0.445980432563099	0.0563488812338639	0.955063879070741	0.983380566601297	2.18455026315789e-05	3.708175e-05
153	Jeotgalibaca sp. PTS2502	13.5976337009922	0.225727038110353	0.440882430479699	0.511989189192122	0.608658575727402	0.842955118208062	2.47743947368421e-05	4.11100923076923e-05
154	Aerococcus urinae	23.9804958937356	-0.837767274186317	0.404965403809791	-2.06873788798959	0.0385706897698279	0.250455728965922	4.39927105263158e-05	4.6242e-05
155	Aerococcus christensenii	17.583562178017	-0.871518569936302	0.471018984528476	-1.85028331885339	0.0642727256163115	0.324210460902723	2.13210789473684e-05	1.88426634615385e-05
156	Aerococcus urinaeequi	18.1801739092619	-0.83171859262432	0.460286712921082	-1.80695764026306	0.0707688841598899	0.337248061981045	2.14670578947368e-05	4.71089576923077e-05
157	Aerococcus viridans	15.0431534118122	-0.981044840653504	0.454410483853054	-2.15893971533181	0.0308548441875675	0.218853975024889	2.56730263157895e-05	4.55107307692308e-05
158	Aerococcus urinaehominis	7.87847683620456	-0.780810957749435	0.466028969286796	-1.67545583903159	0.0938448286722686	0.385401577945336	1.528395e-05	2.17313615384615e-05
159	Aerococcaceae bacterium ZY16052	11.8689596713474	-0.247662820199563	0.446102594305273	-0.555170096209045	0.578778320885106	0.826706516228074	1.48604736842105e-05	2.38272211538462e-05
160	Staphylococcus epidermidis	155110.028581354	0.514281451978802	0.444078386652663	1.15808710226884	0.246828492848497	0.591260880039046	0.137240348894737	0.158189442634615
161	Staphylococcus aureus	37847.5237486252	-1.95382834467348	0.524533595370487	-3.72488695084145	0.000195402769767319	0.00918393017906398	0.0754251693421053	0.0490328993269231
162	Staphylococcus haemolyticus	1928.01803737108	-1.87509224708902	0.37021607713257	-5.06485904559346	4.0870264478287e-07	6.72315850667821e-05	0.00610929510526316	0.00210863101923077
163	Staphylococcus capitis	337.178401110897	-1.34072670770582	0.419966391875282	-3.19246190562786	0.00141065550603949	0.0338563788145288	0.00610833213157895	0.000243591711538462
