taxonomy	UCS_0001_BAL	UCS_0002_BAL	UCS_0002_UA	UCS_0004_BAL	UCS_0005_BAL	UCS_0006_BAL	UCS_0007_BAL	UCS_0007_UA	UCS_0009_BAL	UCS_0009_UA	UCS_0010_BAL	UCS_0010_UA	UCS_0013_BAL	UCS_0013_UA	UCS_0014_BAL	UCS_0014_UA	UCS_0015_BAL	UCS_0015_UA	UCS_0016_BAL	UCS_0016_UA	UCS_0017_BAL	UCS_0018_BAL	UCS_0018_UA	UCS_0019_BAL	UCS_0020_BAL	UCS_0021_BAL	UCS_0021_UA	UCS_0022_BAL	UCS_0022_UA	UCS_0023_BAL	UCS_0023_UA	UCS_0025_BAL	UCS_0025_UA	UCS_0028_BAL	UCS_0028_UA	UCS_0029_BAL	UCS_0030_BAL	UCS_0030_UA	UCS_0031_BAL	UCS_0032_BAL	UCS_0032_UA	UCS_0033_BAL	UCS_0034_BAL	UCS_0035_BAL	UCS_0036_BAL	UCS_0037_BAL	UCS_0038_BAL	UCS_0038_UA	UCS_0039_BAL	UCS_0039_UA	UCS_0040_BAL	UCS_0040_BKG	UCS_0041_BAL	UCS_0041_UA	UCS_0042_BAL	UCS_0042_UA	UCS_0043_BAL	UCS_0043_UA	UCS_0044_BAL	UCS_0045_BAL	UCS_0046_BAL	UCS_0046_UA	UCS_0047_BAL	UCS_0048_BAL	UCS_0048_UA	UCS_0049_BAL	UCS_0050_BAL	UCS_0050_UA	UCS_0051_BAL	UCS_0051_UA	UCS_0052_BAL	UCS_0053_BAL	UCS_0053_UA	UCS_0054_BAL	UCS_0054_UA	UCS_0055_BAL	UCS_0055_UA	UCS_0056_BAL	UCS_0057_BAL	UCS_0057_UA	UCS_0058_BAL	UCS_0058_UA	UCS_0059_BAL	UCS_0060_BAL	UCS_0060_UA	UCS_0061_BAL	UCS_0061_UA	UCS_0062_BAL	UCS_0063_BAL	UCS_0063_UA	UCS_0064_BAL	UCS_0065_BAL	UCS_0066_BAL	UCS_0069_BAL	UCS_0069_BKG	UCS_0070_BAL	UCS_0070_BKG	UCS_0071_BAL	UCS_0072_BAL	UCS_0073_BAL	UCS_0073_UA	UCS_0074_BAL	UCS_0074_UA	UCS_0075_BAL	UCS_0076_BAL	UCS_0077_BAL	UCS_0077_UA	UCS_0079_BAL	UCS_0079_UA	UCS_0080_BAL	UCS_0081_BAL	UCS_0082_BAL	UCS_0083_BAL	UCS_0083_UA	UCS_0085_BAL	UCS_0085_BKG	UCS_0087_BAL	UCS_0088_BAL	UCS_0088_UA	UCS_0090_BAL	UCS_0093_BAL	UCS_0093_UA	UCS_0094_BAL	UCS_0094_UA	UCS_0095_BAL	UCS_0096_BAL	UCS_0096_UA	UCS_0097_BAL	UCS_0097_UA	UCS_0098_BAL	UCS_0099_BAL	UCS_0099_UA	UCS_0100_BAL	UCS_0101_BAL	UCS_0101_UA	UCS_0103_BAL	UCS_0106_BAL	UCS_0106_UA	UCS_0109_BAL	UCS_0114_BAL	UCS_0115_BAL	UCS_0116_BAL	UCS_0118_BAL	UCS_0123_BAL	UCS_0128_BAL	UCS_0130_BAL	UCS_0130_UA	UCS_0134_UA	UCS_0136_BKG	UCS_0138_BAL	UCS_0144_BAL	UCS_0147_BAL	UCS_0148_BAL	UCS_0148_UA	UCS_0151_BAL	UCS_0153_BAL	UCS_0153_UA	UCS_0154_BAL	UCS_0154_UA	UCS_0156_BAL	UCS_0156_UA	UCS_0158_BAL	UCS_0158_UA	UCS_0159_BAL	UCS_0159_UA	UCS_0160_BAL	UCS_0163_BAL	UCS_0164_BAL	UCS_0164_UA	UCS_0167_UA	UCS_0168_BAL	UCS_0170_BAL	UCS_0170_UA	UCS_0171_BAL	UCS_0172_UA	UCS_0174_BAL	UCS_0174_UA	UCS_0175_BAL	UCS_0175_UA	UCS_0176_BAL	UCS_0177_BAL	UCS_0177_UA	UCS_0180_BAL	UCS_0182_UA	UCS_0185_BAL	UCS_0185_UA	UCS_0190_BAL	UCS_0191_BAL	UCS_0191_UA	UCS_0192_BAL	UCS_0192_UA	UCS_0194_BAL
Fusarium fujikuroi	105	9015	772	66	475	299	65	576	163	1149	102	590	323	140	138	29	134	157	152	975	198	61	361	70	89	60	3500	83	66	180	55	304	341	65	420	102	452	20	74	218	49	181	101	149	125	108	357	726	137	289	126	4575	122	217	175	169	117	151	84	248	132	259	137	64	680	61	116	304	88	404	331	808	116	209	337	145	826	89	110	162	78	884	130	164	105	268	1340	1798	88	90	189	107	101	67	7358	95	11478	76	97	70	308	99	231	2184	107	83	71	148	453	137	109	87	118	200	99	733	63	304	116	50	374	1349	101	353	126	249	571	124	1290	93	160	473	158	578	168	67	279	1089	1142	367	846	48	202	153	228	362	138	294	16944	7899	187	178	2087	349	1075	162	209	1910	1583	522	412	1506	140	66	1715	385	487	409	324	305	81	508	252	2466	408	1792	91	681	831	70	718	290	1761	145	814	364	97	62	634	114	446	140
Fusarium oxysporum	186	707	163	193	174	837	118	52	436	135	103	122	329	102	95	28	506	146	166	220	308	116	145	302	235	185	260	135	89	166	44	179	144	95	120	151	334	16	116	95	12	272	266	367	201	324	439	116	169	125	363	948	290	108	262	771	291	41	146	682	226	73	195	86	122	155	212	113	213	106	152	635	75	206	137	212	66	246	200	31	176	330	242	240	91	459	1594	3264	156	37	413	225	143	106	265	211	321	184	203	159	91	103	48	3747	113	169	34	287	109	273	106	239	160	28	128	311	167	416	254	156	269	189	198	99	223	185	73	362	117	200	181	62	170	65	125	91	367	266	175	126	559	18	272	101	75	605	230	295	377	215	154	45	848	284	135	145	66	841	521	203	196	138	100	81	1117	58	352	981	325	48	122	92	143	257	52	2219	111	238	307	40	282	124	425	245	55	75	320	77	80	139	327	144
Pochonia chlamydosporia	609	525	445	292	907	92	286	54	1668	612	175	434	926	195	360	25	2051	121	444	238	1187	843	64	410	1098	586	439	803	252	511	34	526	335	634	192	823	3096	1089	787	90	91	1240	1669	1461	510	752	1431	522	421	81	828	109	884	203	2474	156	911	439	505	2667	1133	385	1326	352	814	419	735	218	1814	693	429	919	70	1815	281	635	214	658	496	23	519	331	1115	782	129	851	1155	9650	451	38	1924	1029	383	325	163	406	3521	1074	1225	1118	36	1315	21	12376	596	515	1293	1660	113	430	629	1290	957	58	710	8064	946	891	87	359	682	812	848	90	608	869	276	1230	1923	876	849	56	783	45	194	33	172	539	179	513	101	158	2577	126	76	190	156	397	291	79	680	119	4315	396	101	212	275	971	670	532	196	1228	1584	62	3141	154	349	149	162	174	247	182	83	58	481	1059	175	70	317	29	409	288	687	237	219	313	1270	450	46	470	531	950
Colletotrichum higginsianum	504	890	678	379	875	365	378	161	2058	311	562	632	782	184	341	27	1430	647	641	659	884	582	943	395	715	425	379	474	217	560	47	595	376	348	195	540	1812	181	437	386	45	916	939	1162	542	929	1409	157	492	148	1075	3337	750	200	1285	363	757	84	471	3241	876	215	702	311	596	405	557	137	875	531	445	1169	94	932	418	608	1486	545	661	100	585	1018	921	809	112	620	1353	9316	375	29	932	798	430	374	1336	760	1406	543	672	570	339	407	123	14408	583	411	55	1070	191	702	488	715	582	340	676	4155	486	1211	651	554	1165	480	492	237	716	622	719	984	153	631	667	111	563	583	360	173	227	662	752	768	2451	54	278	530	165	473	362	462	696	1277	897	241	1885	734	950	987	157	1126	682	1672	382	493	138	241	1352	289	1431	408	1273	94	1137	254	148	409	288	2227	89	1237	1505	40	1179	232	3134	512	423	264	949	373	138	489	199	688
Botrytis cinerea	758	1238	2408	577	1120	1432	1756	1071	4046	633	905	1229	1511	342	1062	286	1927	1592	1073	1884	1312	824	695	505	925	711	2894	619	795	899	1032	946	1512	458	1467	797	2954	268	757	772	173	1404	1333	1774	831	1090	1740	1322	827	1509	1335	19035	1243	1986	1577	464	1082	886	734	3206	1033	788	1033	591	1781	536	1459	2983	1383	2284	1364	5561	2512	1206	9557	934	2295	547	820	624	541	1651	1253	1152	994	1721	3420	12233	560	288	2134	1067	481	556	14548	1098	57345	980	778	649	3701	792	2536	28398	1172	770	558	1072	2053	689	698	1067	611	4298	1498	6631	641	2132	2180	714	1872	6268	885	1993	836	1994	1767	1410	2871	858	955	1902	674	1000	668	414	1127	1925	931	2084	4284	316	1386	915	501	1026	1547	3125	13982	1488	2144	701	4908	6133	1769	1489	1458	5285	4437	1791	485	774	346	530	6673	1098	2222	1226	1218	388	3252	624	610	15231	2302	8823	231	5624	3315	104	4957	2432	9887	2433	2098	380	1401	543	2291	635	656	1142
Aspergillus oryzae	639	619	611	225	1336	808	365	200	2530	428	1213	526	1179	229	838	45	918	350	1273	232	772	878	300	277	450	288	578	617	273	553	89	393	815	218	99	435	3149	203	370	449	46	698	586	720	605	482	750	132	480	242	812	11810	816	71	918	317	567	200	406	2234	675	209	647	309	303	267	490	223	538	1538	450	1248	203	707	753	638	35	293	568	91	308	744	681	798	244	561	1091	7166	381	37	937	607	623	326	61713	597	19844	414	483	407	81	323	224	16744	549	411	75	538	361	364	517	623	359	338	451	134915	391	718	109	551	1008	456	348	244	643	378	181	987	269	473	638	220	427	2059	517	1082	447	539	7693	3871	10275	78	789	1763	367	519	337	356	192486	2097	2620	1297	12366	904	4204	2568	95	1443	522	4003	470	911	240	719	2083	1746	11855	5076	2866	96	2901	613	143	6582	212	1839	89	1688	733	57	1822	188	8605	1046	1707	144	1024	382	158	660	239	486
Aspergillus fumigatus	374	601	208	346	500	347	225	52	528	99	268	65	763	85	78	25	977	139	313	310	611	243	72	2563	330	299	186	261	133	430	90	308	189	123	100	318	509	56	267	197	20	676	304	604	392	610	903	140	414	67	500	22512	387	14	737	108	410	41	264	1185	455	101	365	122	181	325	361	1862	297	244	559	1347	1696	311	265	470	597	237	310	29	215	263	428	514	694	383	323	6027	174	22	452	391	232	168	10408	411	75583	368	334	309	15	347	112	5539	205	331	43	359	59	357	271	436	242	246	2635	12888	194	550	69	212	635	176	860	84	275	317	895	598	446	332	325	84	310	1416	61	207	119	298	202	790	4258	106	552	314	169	187	158	190	14499	1234	553	258	2636	221	741	619	52	572	630	1210	83	274	125	173	2758	480	1497	362	526	79	436	177	76	8641	229	947	56	438	668	12	344	179	2465	154	626	42	431	158	265	242	75	223
Talaromyces rugulosus	285	452	455	193	564	739	213	72	1406	173	212	352	1211	659	188	19	1146	172	458	248	677	1439	217	281	261	240	322	283	224	326	95	1855	2473	265	170	333	4048	334	286	533	465	482	543	670	328	441	772	205	409	199	439	1320	387	251	766	560	716	7524	246	1346	519	119	293	191	199	195	384	81	387	295	150	2420	558	495	348	442	237	338	379	52	197	368	421	522	258	479	1470	6477	219	90	634	517	303	307	313	423	563	312	383	234	46	235	81	5755	299	523	10774	533	96	242	506	392	435	83	453	2215	267	722	91	362	600	161	316	135	368	283	60	543	64	395	433	79	356	110	287	47	531	826	339	297	1357	4286	405	196	89	589	169	24755	1631	1402	480	106	2537	967	207	186	75	1727	1973	661	354	10057	9772	105	4427	284	772	730	619	1510	274	87	911	115	262	2922	119	1154	1643	25	3089	4081	606	390	537	172	444	207	534	295	115	396
Zymoseptoria tritici	314	361	1386	201	322	92	143	23	778	73	224	85	347	41	103	42	779	142	251	488	389	220	66	166	341	190	217	256	217	284	44	222	189	186	94	291	682	66	269	107	55	351	411	513	300	329	614	143	207	21	448	46	431	13	669	81	364	65	180	1044	382	56	306	76	218	193	265	96	357	130	135	559	276	349	106	281	298	303	273	17	254	62	384	373	98	1437	3216	4563	195	34	485	308	184	245	725	332	132	245	349	275	15	314	35	5788	219	262	76	379	399	327	186	433	282	126	494	10468	272	473	267	213	360	116	295	80	382	240	49	482	137	338	294	35	288	126	132	46	145	553	140	212	493	14	215	429	12	142	92	148	133	71	275	40	4819	189	93	294	22	253	195	547	93	172	88	111	3479	97	827	211	176	204	151	127	94	178	455	538	63	242	235	20	217	316	717	88	423	152	390	135	152	215	33	228
Cercospora beticola	112	325	173	90	151	105	114	27	888	119	179	282	190	58	46	12	590	56	171	136	344	148	319	152	187	184	301	137	129	273	16	204	54	73	124	176	4915	210	149	111	30	272	209	369	193	300	551	95	270	48	250	16875	345	40	382	40	329	1649	160	907	267	34	324	120	358	123	188	327	231	1422	132	401	56	233	129	212	238	184	180	26	158	325	238	184	570	446	1160	2605	175	22	578	205	121	135	2523	307	15553	172	142	135	333	159	88	3244	177	129	23	262	69	198	178	223	161	82	340	25940	168	359	241	187	272	87	172	80	267	161	35	329	17	178	156	88	107	116	75	89	110	211	111	284	754	21	792	492	164	235	180	293	41793	82	171	270	3553	199	584	294	58	429	145	445	91	76	42	324	29327	1014	2844	2339	2476	81	140	263	688	33	108	495	57	250	251	14	405	125	2930	37	466	24	430	76	97	75	37	125
Naumovozyma castellii	431	1418	3071	468	570	2392	514	375	5672	412	572	564	753	317	572	1328	1194	437	556	773	589	736	961	616	341	431	1318	338	2638	566	138	985	1459	158	702	369	509	39	195	276	351	982	347	673	752	973	1017	146	670	223	454	95	350	98	469	1846	447	448	312	1409	379	411	334	322	545	409	329	256	263	748	297	1474	165	447	1490	363	275	377	318	739	302	905	399	739	244	14918	44780	7633	566	530	2907	368	328	548	244	539	1721	338	241	256	297	179	309	9092	304	462	473	403	379	535	430	314	253	287	255	788	227	728	1383	604	696	921	439	459	287	399	369	748	284	243	558	447	469	1274	2686	239	687	965	843	1933	4764	99	760	704	185	969	555	3975	145	2756	1562	106	1515	2827	2291	1258	296	1884	1523	3681	160	3983	1535	470	33976	2233	1329	1752	7680	226	2417	267	278	252	290	3251	487	5091	2058	50	1790	938	9034	1271	1504	636	303	162	154	291	1054	293
Naumovozyma dairenensis	256	528	3270	161	284	4058	216	471	643	718	223	1669	903	694	337	301	560	525	242	945	488	483	930	269	193	161	2333	187	1345	338	93	417	427	73	722	220	870	70	123	584	562	360	308	434	376	346	642	394	214	1607	290	3004	464	1008	223	2329	375	1337	134	944	219	779	263	484	2478	161	255	400	165	2470	185	1963	201	369	1193	146	157	196	208	1072	164	2543	231	372	1040	13907	42900	3707	436	338	2863	218	169	453	545	311	377	157	169	178	1853	114	1049	3521	190	289	3486	241	612	270	143	163	136	505	187	252	72	728	1388	171	522	1246	174	826	143	781	1257	396	756	127	203	1584	170	221	930	43	454	583	1154	428	633	564	389	158	342	1165	1427	4375	300	430	543	42	1051	3277	4208	133	280	2719	1790	338	416	4862	9734	89	17490	2296	1123	2537	2645	1349	307	587	1330	4087	371	5364	2492	797	1869	37	3078	1048	1146	1429	447	1105	391	120	465	128	890	152
