taxonomy	UCS_0001_BAL	UCS_0002_BAL	UCS_0002_UA	UCS_0004_BAL	UCS_0005_BAL	UCS_0006_BAL	UCS_0007_BAL	UCS_0007_UA	UCS_0009_BAL	UCS_0009_UA	UCS_0010_BAL	UCS_0010_UA	UCS_0013_BAL	UCS_0013_UA	UCS_0014_BAL	UCS_0014_UA	UCS_0015_BAL	UCS_0015_UA	UCS_0016_BAL	UCS_0016_UA	UCS_0017_BAL	UCS_0018_BAL	UCS_0018_UA	UCS_0019_BAL	UCS_0020_BAL	UCS_0021_BAL	UCS_0021_UA	UCS_0022_BAL	UCS_0022_UA	UCS_0023_BAL	UCS_0023_UA	UCS_0025_BAL	UCS_0025_UA	UCS_0028_BAL	UCS_0028_UA	UCS_0029_BAL	UCS_0030_BAL	UCS_0030_UA	UCS_0031_BAL	UCS_0032_BAL	UCS_0032_UA	UCS_0033_BAL	UCS_0034_BAL	UCS_0035_BAL	UCS_0036_BAL	UCS_0037_BAL	UCS_0038_BAL	UCS_0038_UA	UCS_0039_BAL	UCS_0039_UA	UCS_0040_BAL	UCS_0040_BKG	UCS_0041_BAL	UCS_0041_UA	UCS_0042_BAL	UCS_0042_UA	UCS_0043_BAL	UCS_0043_UA	UCS_0044_BAL	UCS_0045_BAL	UCS_0046_BAL	UCS_0046_UA	UCS_0047_BAL	UCS_0048_BAL	UCS_0048_UA	UCS_0049_BAL	UCS_0050_BAL	UCS_0050_UA	UCS_0051_BAL	UCS_0051_UA	UCS_0052_BAL	UCS_0053_BAL	UCS_0053_UA	UCS_0054_BAL	UCS_0054_UA	UCS_0055_BAL	UCS_0055_UA	UCS_0056_BAL	UCS_0057_BAL	UCS_0057_UA	UCS_0058_BAL	UCS_0058_UA	UCS_0059_BAL	UCS_0060_BAL	UCS_0060_UA	UCS_0061_BAL	UCS_0061_UA	UCS_0062_BAL	UCS_0063_BAL	UCS_0063_UA	UCS_0064_BAL	UCS_0065_BAL	UCS_0066_BAL	UCS_0069_BAL	UCS_0069_BKG	UCS_0070_BAL	UCS_0070_BKG	UCS_0071_BAL	UCS_0072_BAL	UCS_0073_BAL	UCS_0073_UA	UCS_0074_BAL	UCS_0074_UA	UCS_0075_BAL	UCS_0076_BAL	UCS_0077_BAL	UCS_0077_UA	UCS_0079_BAL	UCS_0079_UA	UCS_0080_BAL	UCS_0081_BAL	UCS_0082_BAL	UCS_0083_BAL	UCS_0083_UA	UCS_0085_BAL	UCS_0085_BKG	UCS_0087_BAL	UCS_0088_BAL	UCS_0088_UA	UCS_0090_BAL	UCS_0093_BAL	UCS_0093_UA	UCS_0094_BAL	UCS_0094_UA	UCS_0095_BAL	UCS_0096_BAL	UCS_0096_UA	UCS_0097_BAL	UCS_0097_UA	UCS_0098_BAL	UCS_0099_BAL	UCS_0099_UA	UCS_0100_BAL	UCS_0101_BAL	UCS_0101_UA	UCS_0103_BAL	UCS_0106_BAL	UCS_0106_UA	UCS_0109_BAL	UCS_0114_BAL	UCS_0115_BAL	UCS_0116_BAL	UCS_0118_BAL	UCS_0123_BAL	UCS_0128_BAL	UCS_0130_BAL	UCS_0130_UA	UCS_0134_UA	UCS_0136_BKG	UCS_0138_BAL	UCS_0144_BAL	UCS_0147_BAL	UCS_0148_BAL	UCS_0148_UA	UCS_0151_BAL	UCS_0153_BAL	UCS_0153_UA	UCS_0154_BAL	UCS_0154_UA	UCS_0156_BAL	UCS_0156_UA	UCS_0158_BAL	UCS_0158_UA	UCS_0159_BAL	UCS_0159_UA	UCS_0160_BAL	UCS_0163_BAL	UCS_0164_BAL	UCS_0164_UA	UCS_0167_UA	UCS_0168_BAL	UCS_0170_BAL	UCS_0170_UA	UCS_0171_BAL	UCS_0172_UA	UCS_0174_BAL	UCS_0174_UA	UCS_0175_BAL	UCS_0175_UA	UCS_0176_BAL	UCS_0177_BAL	UCS_0177_UA	UCS_0180_BAL	UCS_0182_UA	UCS_0185_BAL	UCS_0185_UA	UCS_0190_BAL	UCS_0191_BAL	UCS_0191_UA	UCS_0192_BAL	UCS_0192_UA	UCS_0194_BAL
Stx2-converting phage 1717	4	0	0	0	0	1	19	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	4	0	0	2	0	0	1	0	0	0	0	0	0	82	152	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	4	0	0	4	17	0	0	0	0	6	0	16	0	0	0	0	0	0	0	0	0	0	29	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	26	0	0	0	4	0	0	0	0	0	0	0	4	0	0	26	146	0	0	0	0	0	0	0	0
Streptococcus phage phiARI0468-4	2	0	0	0	0	0	0	0	0	4	0	4	0	14	0	0	0	17	18	378	0	0	10	0	0	0	0	0	0	4	12	0	0	1	120	0	0	0	0	0	0	0	0	0	0	0	1	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17	0	0	0	0	1	0	33	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	110	0	0	0	0	0	0	2	0	0	17	0	0	0	0	0	1	0	0	17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	2	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0
Clostridium phage phiSM101	2	0	0	0	1	3	9	1	0	1	0	0	6	0	0	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	3	0	3	0	0	1	0	0	3	0	7	0	32	0	0	5	0	0	0	1	0	0	4	0	1	0	0	0	39	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	12	0	0	0	1	0	0	0	1	0	0	3	0	0	1	24	1	0	0	0	1	1	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	4	0	0	20	0	7	0	0	0	2	2	0	0	4	0	0	2	21	9	0	2	0	1	0	2	0	2	1	0	1	1	0	1	0	0	38	0	2	6	2	4	1	5	2	0	0	1	0	5	0	0	0
Lactococcus phage bIL312	2	0	0	0	1	1	0	1	0	1	13	1767	0	41	0	0	0	2	0	2	0	0	6	0	0	1	1	1	6	5	2	2	3	77	934	0	4	5	0	0	2	0	0	1	0	1	1	5	26	13473	0	0	249	27592	0	50	1	0	121	101	0	1	0	18	230	2	0	4	3	54	2	12	10	0	0	0	0	1	2	0	7	0	2	15	346	97	4103	49	0	2	0	1	0	2	0	1	12	3	0	12	40155	2	36124	38	0	1	0	2	1213	1	0	0	47	3	0	1	10	3	2	1	2	1	0	1	0	0	0	2	0	3	1	32	2	1	1	2	146	860	1	70	7	0	0	2	235	2320	22483	618	3	0	0	2	5	1	0	3	1569	723	175	1	3	0	0	0	0	0	4	0	0	213	0	710	1741	0	6	3	1	0	0	0	427	524	22	1	1	1	0	0	3	0	2	284
Clostridium phage phiCD6356	1	0	2	1	1	1	0	0	1	3	0	1	1	0	0	2	0	0	1	1	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	3	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	3	1	6	0	1	0	2	4	1	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	5	0	0	0	0	0	0	1	0	4	0	0	1	1	0	0	2	0	0	3	0	0	1	0	0	1	0	0	1	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	7	0	3	0	0	0	0	2	0	4	3	2	0	0	2	2	0	0	0	16	4	1	0	2	0	1	1	1	0	0	1	0	0	0	0	1	1	13	0	5	1	0	1	2	0	0	0	0	0	1	0	2	1	0
Geobacillus phage GBK2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19	0	0	27	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mannheimia phage vB_MhS_1152AP2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium phage phiCD211	1	3	0	0	2	12	2	0	3	1	2	9	33	11	2	5	4	4	6	8	6	0	0	0	1	0	4	1	2	1	1	5	1	0	2	2	4	0	0	1	0	0	4	1	1	0	1	1	0	8	3	0	2	8	1	0	0	0	1	5	0	3	0	2	4	1	4	0	0	1	0	43	0	4	0	1	0	0	1	0	1	2	3	0	1	0	0	29	1	4	0	4	3	2	4	0	10	0	2	0	0	1	7	31	4	0	1	2	5	1	2	1	2	2	4	2	2	9	3	3	2	2	1	3	2	2	5	9	2	0	5	5	1	10	1	0	9	29	9	0	3	0	0	0	5	26	5	2	0	3	2	0	2	5	0	1	1	210	135	1	0	4	1	0	2	0	0	1	2	41	3	16	2	1	11	218	3	3	9	0	62	12	3	1	9	0	1	0	0	5	16	2
Lactobacillus phage phiadh	1	0	1	0	1	2	1	4	3	6	0	9438	2	0	832	28690	1	0	0	3	0	0	0	6	2	1	0	2	2677	0	0	1	0	0	0	16	36	23	0	0	202	0	2	3	0	0	3	0	0	0	0	9	1	0	0	74	0	0	1	2	1	2	5	0	1	0	3	11	2	2	0	76	95	0	0	0	0	0	38	10135	0	2	0	2	0	0	3	4	10	13	0	0	1	0	3	0	3	0	3	0	0	0	0	3	0	0	1	3	2	0	0	0	0	0	2	0	0	163	4046	3	5	2	3	0	2	0	1	3	0	0	1	0	0	0	1427	0	0	0	5	0	0	0	0	0	4	0	2	1	0	6	0	0	0	5	0	1	0	2	2	0	60	0	1	0	1	0	0	1	0	0	0	0	208	2	1	14272	1591	24	2208	0	3	0	3	0	2	5	2	0	0	0	1	2
Clostridium phage vB_CpeS-CP51	1	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	10	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	1	2	0	0	4	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	11	2	0	0	0	1	0	0	0	1	12	1	1	0	3	0	0	0	0	1	0	0	0	2	0	4	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	2	2	1	0	0	3	1	0	0	0	0	1	1	0	0	3	1	0	0	0	0	0	2	0	0	5	0	0	0	0	20	4	9	1	0	1	1	5	5	0	0	0	1	0	0	0	0
Clostridium phage c-st	1	1	2	1	0	40	0	0	0	3	2	8	20	14	0	0	0	13	0	9	3	0	14	0	0	1	30	0	0	1	3	6	1	1	3	2	17	0	0	2	3	0	4	2	5	0	12	0	1	10	2	1	5	4	2	39	0	5	0	2	0	4	3	0	10	1	5	0	1	0	1	230	14	23	60	0	0	1	1	2	1	6	1	0	48	38	36	166	1	0	2	0	1	0	2	2	16	3	4	0	2	0	2	15	0	0	6	1	2	0	0	1	1	2	0	2	0	21	3	0	4	15	1	5	0	3	2	0	8	0	1	3	1	1	59	1	0	15	4	2	2	1	1	2	0	64	9	5	4	1	0	0	3	166	3	1	2	130	97	1	6	21	9	0	13	1	1	1	2	5	0	1	30	5	5	180	3	1	54	2	84	9	4	204	0	1	1	1	2	2	6	1
Staphylococcus phage SPbeta-like	119	154	24482	7	8389	7	4746	66830	154	56828	124	5545	1140	1901	335	257	170	33	787	17050	836	559	32792	44	110	11	4110	25	299	201	4	2498	7350	758	35524	174	107	5	55	158	311	127	474	93	50	31	147	1869	16	9968	885	251	1876	78146	201	885	59	1174	46	290	449	17391	61	5863	221825	128	53	735	34	101726	162	586	905	113	6761	185	696	945	147	63070	4955	322732	81	92	17	221	4246	4176	12440	22243	61	59	36	124	14	213	112	15	76	30	46402	57	21358	814	84	198	18983	639	326620	7	71	89	62	32695	1519	9	16	88	1137	47	27536	522943	441	310701	107	82815	264365	1080	150204	23	3669	430158	12	39	5748	50	584	3081	144486	6952	63	3867	7	965	4730	714	3370	4557	16	16824	334	12	61	308	9	5426	98180	13145	89448	49	521	329376	679338	1737	28744	6	15	65	23613	1024	228	1077	5315	63	1604	364	678	597	3592	41	5806	5054	199	7	296	16364	101	64	54692	359	45535	386
Streptococcus phage 20617	93	1	56	7	56	0	7	37	17	4398	2	8299	1392	2725	18	242	1056	8821	151	2433	8	1642	11181	4	5	4	2577	1	48	1446	9227	184	661	324	6787	6	382	114	1	1455	2381	30	4	482	6	5	883	3863	1	2806	3	4386	9	1926	8	2	367	7674	13	5	9	19	5	220	3426	3	643	5043	2	8946	1	7754	3867	12	13	9	1	2	4	31	6	247	5	141	24	6	88	406	342	1623	3	15	11	48	0	187	24	9	4	19	7071	99	1824	47	5	435	21648	4	213	0	10	4	12	18	3	99	0	973	7832	4	13	87	3	66	13	22	260	55	9136	3	2	77	1	0	422	0	4739	18972	1261	2021	3	2321	537	3	1439	2174	2775	13608	15	17	5	0	4	9147	392	97	4399	453	1054	1	14	39726	25352	4	28	113	3	5	21	4370	81	1195	10028	0	9729	2339	443	265	3052	87	428	1570	253	0	23	25	6	3	163	4	20	30
